NOG,Start_date,End_date,Modality,Category,Event_description,Buyer_entity,Buyer_sub_entity,Seller,Qty_of_offers,Amount,Qty,Unit_of_measurement,Qty_sum,bigger_than,days
12325945,2020-03-30,2020-03-31,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"ADQUISICIÓN DE TERMÓMETRO DIGITAL POR ESTADO DE CALAMIDAD PÚBLICA SEGÚN DECRETO GUBERNATIVO 5-2020, PARA TOMAR CONTROL REFERENTE AL COVID-19. (CORONAVIRUS)",MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,"MANSER, SOCIEDAD ANONIMA",2,8625.0,15,Unidad - 1 Unidad,15,False,0 days 14:44:08.000000000
12325988,2020-03-29,2020-03-30,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"ADQUISICIÓN DE CEFTAZIDIMA POR ESTADO DE CALAMIDAD PÚBLICA SEGÚN DECRETO GUBERNATIVO 5-2020, PARA TOMAR CONTROL REFERENTE AL COVID-19. (CORONAVIRUS)",MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,"REHFARMA, SOCIEDAD ANONIMA",3,30321.0,2700,Vial - 1 Unidad,2700,False,0 days 19:47:36.000000000
12325996,2020-03-29,2020-03-30,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"ADQUISICIÓN DE MEPERIDINA POR ESTADO DE CALAMIDAD PÚBLICA SEGÚN DECRETO GUBERNATIVO 5-2020, PARA TOMAR CONTROL REFERENTE AL COVID-19. (CORONAVIRUS)",MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,"ACEITUNO,RUBIO,,ALVARO,ERNESTO",1,60723.0,1350,Ampolla - 2 Mililitro(ml),1350,False,0 days 22:39:44.000000000
12326003,2020-03-29,2020-03-31,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 4237-2020 C IGSS 75898. SABANA DESCARTABLE (CAMA) ANCHO: 130 CENTIMETROS POR LARGO 220 CENTIMETROS, CLASE: ABSORBENTE, ANTIADHERENTE; CONDICION: ESTERIL, MATERIAL: POLIESTER, ALGODÓN Y POLIURET",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"IMPORTADORA FARMACEUTICA Y PRODUCTOS MEDICOS, SOCIEDAD ANONIMA",1,89997.62,45360,Unidad - 1 Unidad,45360,False,1 days 10:14:30.000000000
12326011,2020-03-29,2020-03-31,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,EVENTO 4214-2020 SIN CODIGO IGSS. TRAJE DE PROTECCION. COLOR: BLANCO; MATERIAL POLIPROPILENO; TALLA UNICA; TIPO: OVEROL COMPLETO.,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"RODRIGUEZ,LOPEZ,,VAYRON,RONALDO",1,90000.0,1200,Unidad - 1 Unidad,1200,False,1 days 10:15:47.000000000
12326038,2020-03-29,2020-03-31,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 4198-2020 C IGSS 6159. MASCARILLA QUIRÚRGICA DESCARTABLE, ANTIFLUIDOS DE CUATRO CAPAS, CON VISOR INCORPORADO, CINTAS DE AMARRE, COLOR NARANJA, CAJA DE 25 HASTA 50 UNIDADES",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,1,89992.8,7000,Unidad - 50 Unidades,7000,False,1 days 10:17:04.000000000
1232606,2010-08-30,2010-09-10,Cotización (Art. 38 LCE),Construcción y materiales afines,MEJORAMIENTO CAMPO DE FUTBOL SAN MARTIN,"MUNICIPALIDAD DE PALÍN, ESCUINTLA",OFICINA MUNICIPAL DE PLANIFICACIÓN (OMP),"LIMA,ESPINOZA,,LUIS,RODOLFO",0,279900.0,5124,METROS CUADRADOS,5124,False,10 days 19:04:59.000000000
12326062,2020-03-29,2020-03-31,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"EVENTO 4212-2020 CODIGO IGSS 7921. TAPETE BIOLÓGICO CON ADHESIVO, PLIEGOS MÚLTIPLES, DESCARTABLES. DIMENSIÓN DE 36 X 46 "".",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"MAQUIACCESORIOS, SOCIEDAD ANONIMA",1,90000.0,200,Unidad - 1 Unidad,200,False,1 days 10:20:04.000000000
12326089,2020-03-29,2020-03-31,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"140-""SUTURA ABSORBIBLE SINTÉTICA MULTIFILAMENTO TRENZADA CON RECUBRIMIENTO, COMPONENTE ANTIBACTERIAL, No. 1, AGUJA CURVA, 1/2 CÍRCULO, PUNTA CÓNICA, CILÍNDRICA.2.4.0.1.1. (48 mm). EMPAQUE INDIVIDUAL, ESTÉRIL, LIBRE DE PIRÓGENOS, LARGO DE HEBRA MÍNIMO 65cm."" c-7220.",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","LIVE, SOCIEDAD ANONIMA",3,1400.0,140,Unidad - 1 Unidad,140,False,1 days 16:43:27.000000000
12326100,2020-05-08,2020-06-18,Licitación Pública (Art. 17 LCE),Construcción y materiales afines,"LICITACIÓN PUBLICA No. 04-2020, CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE PAVIMENTO DE CONCRETO, EN ÁREA ADYACENTE AL ATRACADERO No. 1, DE LA EMPRESA PORTUARIA NACIONAL SANTO TOMAS DE CASTILLA.",EMPRESA PORTUARIA NACIONAL SANTO TOMÁS DE CASTILLA -EMPORNAC-,EMPRESA PORTUARIA SANTO TOMAS DE CASTILLA,"CONSTRUCTORA CODICO, SOCIEDAD ANONIMA",3,1232281.67,1,Unidad,1,False,40 days 20:39:02.000000000
12326119,2020-03-29,2020-03-31,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"117-BASTON ORTOPEDICO DE MADERA TRATADA, BARNIZADO, MANUBRIO ANATOMICAMENTE DISEÑADO CON FORRO ACOJINADO, DE UN PUNTO, ABSORBENTE DE GOLPE (CON TACO DE HULE VULCANIZADO INTERCAMBIABLE), PARA PESO DE PACIENTE DE 250 LM. c-6028",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","IMPORTADORA FARMACEUTICA Y PRODUCTOS MEDICOS, SOCIEDAD ANONIMA",1,3510.0,117,Unidad - 1 Unidad,117,False,1 days 16:46:53.000000000
1232614,2010-08-26,2010-09-08,Cotización (Art. 38 LCE),Construcción y materiales afines,CONSTRUCCION SALON DE USOS MULTIPLES COLONIA PALINCHE,"MUNICIPALIDAD DE PALÍN, ESCUINTLA",OFICINA MUNICIPAL DE PLANIFICACIÓN (OMP),"HERNANDEZ,CENTENO,,MARIA,ELENA",0,449100.0,150,METROS CUADRADOS,150,False,13 days 00:04:37.000000000
12326186,2020-04-14,2020-04-16,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Otros tipos de bienes o servicios, Papelería y artículos de librería",1500 UNIDADES DE CAJAS DE CARTÓN LIBRES DE ÁCIDO,ORGANISMO JUDICIAL,UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO,"PLASTIHOGAR, SOCIEDAD ANONIMA",1,8670.0,1500,Unidad,1500,False,2 days 00:29:51.000000000
1232622,2010-07-21,2010-08-03,Cotización (Art. 38 LCE),Construcción y materiales afines,"CONSTRUCCION SISTEMA DE AGUA POTABLE ALDEA LA ESPERANZA
MATAQUESCUINTLA, JALAPA.","MUNICIPALIDAD DE MATAQUESCUINTLA, JALAPA",OFICINA MUNICIPAL DE PLANIFICACIÓN (OMP),FRANCISCO RAFAEL RAMOS SANDOVAL Y COPROPIEDAD,0,780000.0,1,metros lineales,1,False,12 days 22:10:18.000000000
12326224,2020-04-17,2020-04-24,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Electricidad y aire acondicionado,"AIRE ACONDICIONADO DE 36,000 BTU",ORGANISMO JUDICIAL,UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO,"LAU,FLORES,,ESVIN,LEONEL",3,49200.0,4,Unidad,4,False,6 days 20:00:32.000000000
12326259,2020-04-21,2020-04-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Electricidad y aire acondicionado,"AIRE ACONDICIONADO DE 24,000 BTU",ORGANISMO JUDICIAL,UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO,SERCLI SOCIEDAD ANONIMA,7,67050.0,9,Unidad,9,False,2 days 04:05:10.000000000
12326267,2020-04-21,2020-04-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Electricidad y aire acondicionado,"AIRE ACONDICIONADO TIPO MINI SPLIT 12,000 BTU",ORGANISMO JUDICIAL,UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO,SERCLI SOCIEDAD ANONIMA,6,52470.0,15,Unidad,15,False,2 days 04:53:56.000000000
12326305,2020-04-21,2020-04-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Muebles y mobiliario de oficina,SILLA TIPO VISITA,ORGANISMO JUDICIAL,UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO,"OFFYMARKET, SOCIEDAD ANONIMA",7,30597.75,225,Unidad,225,False,2 days 04:11:18.000000000
12326313,2020-04-21,2020-04-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Muebles y mobiliario de oficina,SILLA SECRETARIAL,ORGANISMO JUDICIAL,UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO,"OFFYMARKET, SOCIEDAD ANONIMA",5,60178.3,170,Unidad,170,False,2 days 05:17:47.000000000
12326321,2020-04-20,2020-04-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Muebles y mobiliario de oficina,MOBILIARIO Y EQUIPO ÁREA ADMINISTRATIVA,ORGANISMO JUDICIAL,UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO,"OFFYMARKET, SOCIEDAD ANONIMA",3,30347.27,1,Unidad,42,True,2 days 20:21:53.000000000
12326372,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios",11100 - Bolsa Ancho: 30 Pulgadas(s); Calibre: 2.5; Color: Negro; Largo: 32 Pulgadas(s); Material: Plástico; Tamaño: Extra grande; (Ciento/1 Unidad(es)),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","PLASTIHOGAR, SOCIEDAD ANONIMA",6,8547.0,11100,Ciento - 1 Unidad,11100,False,1 days 18:12:35.000000000
12326399,2020-04-01,2020-04-03,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Transporte, repuestos y combustibles","COMPRA DE LLANTAS, PARA EL PROYECTO CONSERVACION DE CALLES DE TERRACERIA AREA URBANA Y PERIURBANA 2020, COBAN, A.V.","MUNICIPALIDAD DE COBÁN, ALTA VERAPAZ",UNIDAD DE COMPRAS,"AUTO DEPOT, SOCIEDAD ANONIMA",5,39240.0,16,Unidad,32,True,1 days 18:33:58.000000000
12326402,2020-03-30,2020-04-01,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"CÓDIGO 73239-87030-15205. EVENTO No. 458-2020. KIT PARA REPARACIÓN DE HERNIA VENTRAL QUE INCLUYE DISPOSITIVO PARA CIERRE DE FASCIA, MALLA DE POLIÉSTER MULTIFIBRA TRIDIMENSIONAL RECUBIERTA POR UN LADO DE UNA PELÍCULA HIDROFÍLICA DE COLÁGENO, POLIETILENGLICOL GLICEROL CONTINÚA QUE SE REABSORBA PARA REP",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DR. JUAN JOSE AREVALO BERMEJO,SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,1,17900.0,1,Kit - 1 Unidad,1,False,1 days 21:20:12.000000000
12326410,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios",5 - Dispensador Alto: 35 Centímetro(s); Ancho: 24 Centímetro(s); Largo: 27 Centímetro(s); Material: Plástico; Tipo: Roll down; Uso: Papel de manos; (Unidad/1 Unidad(es)),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","INVERSIONES NANNINI BUIXADER, SOCIEDAD ANONIMA",3,3360.0,5,Unidad - 1 Unidad,5,False,1 days 18:11:59.000000000
12326429,2020-03-30,2020-04-01,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"CÓDIGO 72883-86619-15206. EVENTO No. 459-2020. KIT PARA REPARACIÓN DE HERNIA VENTRAL QUE INCLUYE DISPOSITIVO PARA CIERRE DE FASCIA, MALLA DE POLIÉSTER MULTIFIBRA TRIDIMENSIONAL RECUBIERTA POR UN LADO DE UNA PELÍCULA HIDROFÍLICA DE COLÁGENO, POLIETILENGLICOL GLICEROL CONTINÚA QUE SE REABSORBA PARA REP",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DR. JUAN JOSE AREVALO BERMEJO,SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,1,17100.0,1,Kit - 1 Unidad,1,False,1 days 21:19:39.000000000
12326488,2020-03-30,2020-04-01,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,CODIGO PPR 70387 CODIGO IGSS 14020 EVENTO 461-2020 ESPEJOS DENTALES CON MANGO RECTO NO.5 DE ACERO INOXIDABLE AUTOCLAVEABLE Y ESTERILIZABLE,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DR. JUAN JOSE AREVALO BERMEJO,"IMPORTADORA FARMACEUTICA Y PRODUCTOS MEDICOS, SOCIEDAD ANONIMA",2,3600.0,60,Unidad - 1 Unidad,60,False,1 days 21:18:52.000000000
1232649,2010-07-19,2010-07-20,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Otros tipos de bienes o servicios,EVENTO MATERIAL MEDICO QUIRURGICO No. 230/2010,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DR. JUAN JOSE AREVALO BERMEJO,"MEDICA CONTINENTAL, SOCIEDAD ANONIMA",0,44866.07,15000,BOLSA,15000,False,1 days 01:57:06.000000000
12326496,2020-03-29,2020-03-30,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"ADQUISICIÓN DE AZITROMICINA POR ESTADO DE CALAMIDAD PÚBLICA SEGÚN DECRETO GUBERNATIVO 5-2020, PARA TOMAR CONTROL REFERENTE AL COVID-19. (CORONAVIRUS)",MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,DROGUERIA TN COSMOS SOCIEDAD ANONIMA,6,3645.0,1800,Vial - 1 Unidad,4500,True,0 days 19:53:26.000000000
12326623,2020-03-30,2020-04-01,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Construcción y materiales afines,"EVENTO 4071/2020 PAQUETE DE MATERIALES CAJA OCTAGONAL, LAMPARA CONTRA EL POLVO Y HUMEDAD, LAMPARA DE EMERGENCIA, LAMINA CALIBRE 26",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"COJULUN,GARCIA,GALICIA,SILVIA,LETICIA",2,9087.0,10,Unidad - 1 Unidad,55,True,2 days 00:37:43.000000000
12326658,2020-03-30,2020-04-01,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"CÓDIGO 48068-56154-8022. EVENTO No, 467-2020. CONECTOR EN ""T"" PARA MICRONEBULIZADOR, EMPAQUE INDIVIDUAL, ESTÉRIL, DESCARTABLE.""",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DR. JUAN JOSE AREVALO BERMEJO,"EQUIPOS PARA HOSPITALES Y MEDICINAS, SOCIEDAD ANONIMA",3,3500.0,250,Unidad - 1 Unidad,250,False,1 days 21:14:41.000000000
12326674,2020-03-30,2020-04-01,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"CÓDIGO 47428-55207-8841. EVENTO No. 469-2020. SET DE EQUIPO DE EPIDURAL, DESCARTABLE CONSISTENT EN AGUJA EPIDURAL No. 16 G X 3 1/4"" CON PUNTA TIPO TUOHY Y CATÉTER DE NYLON No. 19 G X 100 cm TRANSPARENTE, RADIOPACO",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DR. JUAN JOSE AREVALO BERMEJO,UNIONEXPORT SOCIEDAD ANONIMA,1,43125.0,625,Set - 1 Unidad,625,False,1 days 21:13:47.000000000
12326682,2020-03-30,2020-03-31,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),"Limpieza, fumigación y artículos afines, Otros tipos de bienes o servicios, Salud e insumos hospitalarios","ADQUISICIÓN DE TOALLA CLASE PAPEL POR ESTADO DE CALAMIDAD PÚBLICA SEGÚN DECRETO GUBERNATIVO 5-2020, PARA TOMAR CONTROL REFERENTE AL COVID-19. (CORONAVIRUS)",MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,"INDUSTRIA DE PRODUCTOS Y SERVICIOS, SOCIEDAD ANONIMA",7,83575.8,385,Paquete - 6 Unidades,385,False,0 days 15:00:50.000000000
12326720,2020-03-30,2020-03-31,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),"Textiles, ropa y calzado","ADQUISICIÓN DE TOALLA MATERIAL ALGODÓN POR ESTADO DE CALAMIDAD PÚBLICA SEGÚN DECRETO GUBERNATIVO 5-2020, PARA TOMAR CONTROL REFERENTE AL COVID-19. (CORONAVIRUS)",MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,"CIFUENTES,LAZO,VILLATORO,EVELYN,GUADALUPE",2,86400.0,2160,Unidad - 1 Unidad,2160,False,0 days 14:46:14.000000000
1232673,2010-07-26,2010-08-06,Cotización (Art. 38 LCE),"Limpieza, fumigación y artículos afines, Otros tipos de bienes o servicios","ADQUISICIÓN DE 49,600 LIBRAS DE HIPOCLORITO DE CALCIO GRANULADO AL 65% PARA TRATAMIENTO DE AGUA DE PISCINAS DEL PARQUE ACUÁTICO XOCOMIL IRTRA",INSTITUTO DE RECREACIÓN DE LOS TRABAJADORES -IRTRA-,DC OFICINAS CENTRALES,INVERSIONES Y SERVICIOS COMERCIALES DE GUATEMALA SOCIEDAD ANONIMA,0,505920.0,49600,Libras,49600,False,10 days 19:54:50.000000000
12326755,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios",6 - Caja Alto: 14 Centímetro(s); Ancho: 24 Centímetro(s); Contiene: Tapadera; Largo: 33 Centímetro(s); Material: Plástico; (Unidad/1 Unidad(es)),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","PLASTIHOGAR, SOCIEDAD ANONIMA",4,196.8,6,Unidad - 1 Unidad,6,False,1 days 17:51:24.000000000
12326763,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios",12 - Caja Alto: 60 Centímetro; Ancho: 40 Centímetro; Incluye: Tapadera; Largo: 60 Centímetro; Material: Plástico; (Unidad/1 Unidad(es)),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","SOMOCURCIO,RAMOS,,JULIA,STEPHANIE",5,828.0,12,Unidad - 1 Unidad,12,False,1 days 17:52:57.000000000
12326798,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios",15 - Revistero Alto: 31 Centímetro(s); Ancho: 25 Centímetro(s); Grosor: 8 Centímetro(s); Material: Plástico; Textura: Liso; (Unidad/1 Unidad(es)),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","LIBRERIAS Y PAPELERIAS SCRIBE, SOCIEDAD ANONIMA",3,360.0,15,Unidad - 1 Unidad,15,False,1 days 17:47:31.000000000
12326828,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios",10 - Banda elástica Ancho: 1/8 pulgadas; Largo: 3 1/2 pulgadas; Número: 33; (Empaque/113 Gramos),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","SOMOCURCIO,ARANGURI,,JORGE,LUIS",2,89.3,10,Empaque - 113 Gramos(gr),10,False,1 days 17:54:29.000000000
12326836,2020-04-03,2020-04-07,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios","100 - Taco de hule antideslizante y de alta resistencia (diseñado para uso en muletas, bastones y andadores. Color Negro de diámetro de 7/8 de pulgada. (Unidad/1 Unidad(es)) Cod. 6280",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","REPRESENTACIONES EL EXITO, SOCIEDAD ANONIMA",3,400.0,100,Unidad - 1 Unidad,100,False,3 days 20:20:01.000000000
12326844,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios",20 - Basurero Capacidad: 6 Litro; Incluye: Pedal y tapadera; Material: Plástico; (Unidad/1 Unidad(es)),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL",DISTRIBUIDORA LA REPUBLICA SOCIEDAD ANONIMA,5,900.0,20,Unidad - 1 Unidad,20,False,1 days 17:22:58.000000000
12326852,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines, Salud e insumos hospitalarios",1 - Dispensador de vasos Capacidad de vasos: 200 unidades; Capacidad por vaso: 4.5 Onza(s); Material: Policarbonato; Uso: Vasos cónicos de papel; (Unidad/1 Unidad(es)),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","SOMOCURCIO,RAMOS,,JULIA,STEPHANIE",2,109.5,1,Unidad - 1 Unidad,1,False,1 days 17:22:15.000000000
12326860,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Construcción y materiales afines,"SUBSIDIO PARA EL MEJORAMIENTO DE CAMINO RURAL, ALDEA SAN JOSE PACHIMACHO HACIA 6 CAMINOS, SAN MATEO, QUETZALTENANGO.","MUNICIPALIDAD DE SAN MATEO, QUETZALTENANGO",SECRETARIA MUNICIPAL,"VASQUEZ,DE LEON,,OSMAN,ELOY",1,89000.0,5000,m2,5000,False,1 days 12:01:55.000000000
12327026,2020-03-30,2020-04-01,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Electricidad y aire acondicionado,Evento 4238 Codigo IGSS: Varios; PAQUETE DE BATERIAS,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"AUTO DEPOT, SOCIEDAD ANONIMA",4,5050.0,200,Unidad - 1 Unidad,860,True,1 days 22:48:55.000000000
12327042,2020-03-30,2020-04-01,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"ADQUISICION DE MASCARILLA QUIRURGICA DE TRES CAPAS, CON FILTRO ANTICONTAMINANTE INCORPORADO. CINTAS DE AMARRE COLOR CELESTE, según evento de COMPRA DIRECTA No. MSPAS 2020-ROO-CD-1233",MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,"AMARANTA FARMACEUTICA DE CENTROAMERICA Y EL CARIBE, SOCIEDAD ANONIMA",1,80550.0,9000,Unidad - 50 Unidades,9000,False,2 days 01:02:10.000000000
12327069,2020-03-30,2020-03-23,Adquisición Directa por Ausencia de Oferta (Art. 32 LCE),Salud e insumos hospitalarios,CÓDIGO INSTITUCIONAL 352070 ELECTRODIAGNOSTICO ESTUDIO; ELECTRODIAGNOSTICO DEL NERVIO FACIAL DERECHO,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE ESCUINTLA,"PROMOTORA MEDICA, SOCIEDAD ANONIMA",0,1080.0,3,Unidad - 1 Unidad,3,False,-8 days +19:05:56.000000000
12327077,2020-03-30,2020-04-01,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"ADQUISICIÓN DE MASCARILLA DISEÑO SIN VALVULA, FILTRO N95 . PARA EL HOSPITAL REGIONAL DE COBAN, ALTA VERAPAZ. SOLICITUD DE PEDIDO 169-2020",MINISTERIO DE SALUD PÚBLICA,"HOSPITAL DE COBAN, ALTA VERAPAZ","SOLUCION GT, SOCIEDAD ANONIMA",2,65700.0,1800,Unidad - 1 Unidad,1800,False,1 days 23:55:25.000000000
12327093,2020-03-30,2020-04-16,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines","1 Servicio de limpieza para las instalaciones del Taller Nacional de Grabados en Acero del Ministerio de Finanzas Públicas, por seis (06) meses.",MINISTERIO DE FINANZAS PÚBLICAS,TALLER NACIONAL DE GRABADOS EN ACERO,"PULEX,RAXON,,EMILIANO,",1,90000.0,1,Unidad,1,False,16 days 21:54:42.000000000
12327158,2020-05-08,2020-05-21,Cotización (Art. 38 LCE),Muebles y mobiliario de oficina,"COTIZACIÓN No. 08-2020, ADQUISICIÓN DE MOBILIARIO Y EQUIPO DE OFICINA PARA LA DIRECCIÓN DE PROTECCIÓN DE INSTALACIONES PORTUARIAS DE LA EMPRESA PORTUARIA NACIONAL SANTO TOMAS DE CASTILLA.",EMPRESA PORTUARIA NACIONAL SANTO TOMÁS DE CASTILLA -EMPORNAC-,EMPRESA PORTUARIA SANTO TOMAS DE CASTILLA,"PEREZ,JUAREZ,,MOISES,DE MARIA",1,186535.0,1,Unidad - 1 Unidad,80,True,12 days 22:08:58.000000000
